case_id,song1_artist,song1_title,song1_evidence,song2_artist,song2_title,song2_evidence,pair_evidence,is_melodic_comparison,melodic_evidence,was_case_won,case_won_evidence
301,Paul Batiste,World of Blues,The 'distinct saxophone of 'Thrift Shop' that is [sic] begins at 0:21:000 is digitally sampled from World of Blues at 0:16:231 where the lyrics are 'the blues is what you make it.',Macklemore & Ryan Lewis,Thrift Shop,"Defendants' work 'Thrift Shop,'",Plaintiff alleges that Thrift Shop misappropriated the distinctive melody of World of Blues.,True,Plaintiff's claims of infringement in his brief melodic snippet ('I'm in a world of blues') by Defendants at 'I'll wear your granddad's clothes' near the end of 'Thrift Shop' fares no better.,False,"Court had sensibly nipped this claim in the bud, Batiste would not only have avoided so profoundly embarrassing himself, but also have averted the $125,000 attorney's fees."
301,Paul Batiste,Salsa 4 Elise (Fur Elise),Neon Cathedral 'samples' the melody of 'Salsa 4 Elise (Fur Elise)'?,Macklemore & Ryan Lewis,Neon Cathedral,Defendants' work 'Neon Cathedral',Plaintiff references the 'hook' of 'Salsa 4 Elise (Fur Elise).,True,'[T]he chords of 'Neon Cathedral' at 1:57:247 is [sic] a sample of Fur Elise at 1:34:181.',False,"Court had sensibly nipped this claim in the bud, Batiste would not only have avoided so profoundly embarrassing himself, but also have averted the $125,000 attorney's fees."
302,Hotwire the Producer,Pushin’ Weight,Plaintiff registered his work as a Sound Recording.,French Montana,Ain’t Worried About Nothin,Defendant’s work infringed upon Plaintiff’s.,Defendants appear to have used a literal copy of the Plaintiff’s work and recording of it.,False,,False,Judge Nancy Maldonado issued a memorandum opinion and order (below) denying Plaintiff’s motion for summary judgment.
303,Ernie Hines,Help Me Put Out The Flame (In My Heart),complaining_work: Help Me Put Out The Flame (In My Heart),Jay-Z,Paper Chase,defending_work: Paper Chase,"complaining_work: Help Me Put Out The Flame (In My Heart), defending_work: Paper Chase",False,,False,
303,Ernie Hines,Help Me Put Out The Flame (In My Heart),complaining_work: Help Me Put Out The Flame (In My Heart),Timbaland,Toe 2 Toe,defending_work: Toe 2 Toe,"complaining_work: Help Me Put Out The Flame (In My Heart), defending_work: Toe 2 Toe",False,,False,
304,Lizzo,Truth Hurts,Jefferson’s (‘Lizzo’) initial complaint (below) aptly sums up this dispute.,"Justin Raisen, Jeremiah Raisen",Healthy (Demo),"The facts alleged by the Raisens, she notes, indicate that the song 'Healthy' was a completed work.","The Raisens continued to pursue their claim, essentially on the same grounds that Judge Gee deemed legally insufficient.",False,There is minimal protectable expression in Lizzo’s song.,True,"On April 27, 2021 Judge Gee again granted Lizzo’s Motion to Dismiss."
305,Dada Kondke,Var Dhagala Lagli Kal,complaining_work: Var Dhagala Lagli Kal,Meet Bros,Dhagala Lagali Kala,defending_work: Dhagala Lagali Kala,Saregama India v. Balaji involves Var Dhagala Lagli Kal and Dhagala Lagali Kala,False,,False,"Judgement: PDF indicates case details, outcome not specified."
306,Jimmy Smith,Jimmy Smith Rap,defendants' interpolating a sizable portion of the plaintiff’s work into his own,Drake,Pound Cake,Drake’s interpolating a sizable portion of the plaintiff’s work into his own,Court affirms defendants' copying of the plaintiff’s work should be adjudged fair use.,False,,False,"On 3rd of February, 2020, the U.S. 2nd Circuit Court of Appeals affirmed the District Court’s decision."
307,Yeasayer,Sunrise,"Defendants' recording of this sound, and inserted it into their work.",The Weeknd & Kendrick Lamar,Pray for Me,"The Complaint (below) claims...sampled) without authorization...this sound, and inserted it into their work.","The Complaint (below) claims Defendants copied (sampled) without authorization, Plaintiffs’ recording of this sound.",False,The only similarity...is their use of a repeating sound...of a few high voices singing a non-lexical syllable ('Ooo' or 'Ahh'?).,False,The Complaint indicates Plaintiffs are far from substantiating either proposition.
308,Spirit,Taurus,Plaintiff’s protected expression in 'Taurus'.,Led Zeppelin,Stairway to Heaven,Defendant's song 'Stairway to Heaven'.,The complaint alleges that defendants are liable for ... copyright infringement,True,"The iconic notes, melody, chord progression, structure, tempo, instrumentation, and feel.",True,"Zeppelin prevailed in the district court jury trial, and the plaintiff appealed this outcome."
309,Marcus Gray,Joyful Noise,complaining_work: Joyful Noise,Katy Perry,Dark Horse,defending_work: Dark Horse,,False,,False,
310,Tyler Armes,Circles,Plaintiff claims he was a co-author of Defendant’s song.,Post Malone,Circles,Defendant sporting regrettable facial tattoos.,The Plaintiff claims he was a co-author of Defendant’s song.,False,,False,"On October 19, 2020 the District Court granted Defendants' motion to dismiss."
311,Yung Gordon,Yung Gordon Intro,complaining_work: Yung Gordon Intro,Tay Keith & Takashi 6ix9ine,Stoopid,defending_work: Stoopid,,False,,False,
312,Marvin Gaye,Let's Get It On,Marvin Gaye classic Let's Get It On.,Ed Sheeran,Thinking Out Loud,Sheeran's hit song Thinking Out Loud.,Sheeran’s hit song Thinking Out Loud infringes on the Marvin Gaye classic Let’s Get It On.,True,"melodic, harmonic, and rhythmic compositions of Thinking are substantially and/or strikingly similar to Let’s.",False,Plaintiffs could only be discouraged by this ruling.
313,Darell Jackson,Side Show,Complaining_work: Side Show,,,,,False,,False,
314,Toni Basil,Mickey,"If, as plaintiff Toni Basil claimed, she was the sole owner of the sound recording copyright in her song.",AMC,Preacher Season 2 Trailer,use the recording in the soundtrack of its trailer for the second season of 'Preacher'.,"AMC would, of course, have had to obtain a license from her to use the recording.",False,,True,The instant case settled within months of its filing — presumably involving plaintiff's obtaining an agreeable pay-out from deep-pocketed AMC.
315,,,,The Carters,Black Effect,defending work: Black Effect,,False,,False,
316,50 Cent,In Da Club,complaining work: In Da Club,Rick Ross,Renzel Remixes,defending work: Renzel Remixes,complaining work: In Da Club defending work: Renzel Remixes,False,,False,Complaint: PDF Second Circuit Decision: PDF
317,Terrance Hayes,,,Kendrick Lamar,Loyalty,Defending work: Loyalty,,False,,False,
318,Josh Stone,"You Need It, I Got It","prior knowledge of ‘You Need It, I Got It’.",Ariana Grande,7 Rings,the music and lyrics present in the Hook and Chorus sections of ‘7 RINGS’,"Dr. Sadoff, after performing his Musicological Research and Analysis, found that [...] ‘7 RINGS’ would likely not have been composed without prior knowledge of ‘You Need It, I Got It’.",True,Dr. Sadoff demonstrates (and illustrates with sheet music) that 7 RINGS has ‘identical metrical placement of the paired phrases.’,False,Court Order Dismissing the Case upon Settlement
319,Sam Chokri,Oh Why,High Court Justice Zacaroli thoroughly parses the copying claim... the contested portions of Sheeran’s song,Ed Sheeran,Shape of You,royalties of £20 million that had accrued to Sheeran’s “Shape of You”,High Court Justice Zacaroli thoroughly parses the copying claim,True,provides music notation for the contested portions of Sheeran’s song and...the note sequence A-C-D-E,False,Zacaroli’s decision was the same judge’s subsequent ordering...Chokri to pay Sheeran ~$1.2 million to cover his attorney fees.
320,Marvin Gaye,Let's Get It On,the Marvin Gaye (and Ed Townsend) classic Let's Get It On,Ed Sheeran,Thinking Out Loud,Ed Sheeran’s hit song Thinking Out Loud,alleging that Sheeran’s hit song Thinking Out Loud infringes on the Marvin Gaye ... classic Let’s Get It On.,True,"The melodic, harmonic, and rhythmic compositions of Thinking are substantially ... similar to the drum composition from Let’s.",False,Plaintiffs could only be discouraged by this ruling.
321,Barbara Norwood,Martian,complaining_work: Martian,Offset,How Did I Get Here ft. J. Cole,defending_work: How Did I Get Here ft. J. Cole,,False,,False,"Complaint (November 26, 2020): PDF"
322,Emelike Nwosuocha,Made in America,"The Complaint alleges Defendant's song garnered a Grammy Award, and subsequently earned over $15 million.",Childish Gambino,This Is America,"Donald Glover’s video recording of his shirtless, gesticulations, “critically interpreted” as an evocation of Jim Crow-era imagery.",The contested works have much in common: a similar title that serves as a mantra in each.,False,there is no similarity of protectable musical expression between the songs;,False,the 2nd Circuit Appeals Court affirmed the District Court’s dismissal of this case.
323,Mr. Cooper,I Love Your Dress,"The complaint references the plaintiff’s ""common law copyright"" in his song “I Love Your Dress.”",Chris Brown & Drake,No Guidance,a strong likelihood of having been influenced by it in creating his song “No Guidance.”,while there are a fair number of demonstrable sonic and topical similarities between the songs,False,,False,"the similar features, allegedly combined, are not independently copyrightable, the threshold for infringement is typically “virtual identity” to which we are nowhere near."
324,Cameron Cates,She Loves Her Job,Cates stated in the complaint that Febreze tagline is 'striking[ly] similar' to his 1983 composition 'She Loves Her Job'.,Febreze Tagline,La La La La La,allegedly infringing material is nothing more than the catchy five-note jingle 'la la la la la',Febreze tagline is 'striking[ly] similar' to his 1983 composition 'She Loves Her Job'.,True,"Febreze tagline is 'striking[ly] similar' to his 1983 composition 'She Loves Her Job' in 'cadence, melody, and meaning'.",False,"P&G filed a motion to dismiss, claiming that the five-note melodic hook is non-protectable."
326,Jóhann Helgason,Söknuður,complaining_work: Söknuður,Rolf Løvland,You Raised Me Up,defending_work: You Raised Me Up,,False,,False,"Circuit Court Opinion (November 29, 2021): PDF"
327,Cleveland Browne & Wycliffe Johnson,Fish Market,complaining_work: Fish Market,Luis Fonsi,Despacito,defending_work: Despacito,,False,,False,
328,DJ Playero,Playero Works,complaining_work: Playero Works,Bad Bunny,Safaera,defending_work: Safaera,,False,,False,
329,Marshall Jefferson,Move Your Body,complaining_work: Move Your Body,Kanye West,Flowers,defending_work: Flowers,,False,,False,
330,G-Money,Shawty So Cold,"Original sample: K.P. & Envyi, “Swing My Way.”",J. Cole,Deja Vu,Producers Beef Over “Stolen” J. Cole & Bryson Tiller Beat.,"Original sample: K.P. & Envyi, “Swing My Way.”",True,Producers Beef Over “Stolen” J. Cole & Bryson Tiller Beat.,False,"Complaining Author: G-Money, Defending: J. Cole; Bryson Tiller"
331,Artikel Sound,Live Your Life,complaining_work: Live Your Life,Dua Lipa,Levitating,defending_work: Levitating,"Complaint: PDF See also Larball v. Dua Lipa, wherein a different set of plaintiffs sued Dua Lipa over the same song, âLevitating.â",False,,False,"Complaint: PDF See also Larball v. Dua Lipa, wherein a different set of plaintiffs sued Dua Lipa over the same song, âLevitating.â"
332,Darwin Quinn & Mitchelle'l Sium,Back N Forth,complaining_work: Back N Forth,Lil' Duvall,Living My Best Life,defending_work: Living My Best Life,,False,,False,
333,Russell Brown and Sandy Linzer,Wiggle and Giggle All Night,complaining_work: Wiggle and Giggle All Night,Dua Lipa,Levitating,defending_work: Levitating,'InPlay' Larball Publ'g Co. v. Lipa,False,,False,Motion to Dismiss Denied: PDF
334,"Boogie Down Productions (Lawrence Parker, Scott Sterling)",South Bronx,complaining_work: South Bronx,Kanye West,Life of the Party,defending_work: Life of the Party,case_name: [InPlay] Phase One Network v. Kanye West,False,,False,
335,Bishop David Paul Moten,Unspecified Sermon,Texas Bishop David Paul Moten filed this action against Def Jam Records and Kanye West for their sampling of Motenâs sermon,Kanye West,Come to Life,in Westâs song 'Come to Life.',"Motenâs sermon punctuates these declarations, proclaiming 'And I thank God for saving me.'",False,,False,"Moten filed a Voluntary Motion to Dismiss within three weeks of filing the complaint, suggesting that the case settled outside of Court."
336,Yolanda Patrick,I Do What I Want,Patrick alleged that she owned the song 'I Do What I Want'.,Bozz Lay'Dee,I Do What I Want,"sued Atlanta-based rapper April Poree, professionally known as 'Bozz Lay’Dee' for Poree's use of Patrick's song.",Patrick alleged that she owned the song 'I Do What I Want' and that Poree has been performing the song without permission.,False,,False,Judge Victoria Marie Calvert dismissed the case for failure to state a claim.
337,Daniel Grigson,That Girl,complaining_work: That Girl,Kristen Anderson Lopez,Some Things Never Change,defending_work: Some Things Never Change,,False,,False,Complaint: PDF Judge Rozella A. Oliver Order: PDF
338,Jordan Vincent,Dancing with Strangers,Complaining work: Dancing with Strangers,Sam Smith and Normani,Dancing with a Stranger,Defending work: Dancing with a Stranger,,False,,False,
339,Sofi Tukker,Best Friend,complaining_work: Best Friend,Evenflo,Ad Background Music,defending_work: Ad Background Music,,False,,False,
340,Rick Astley,Never Gonna Give You Up,Plaintiff's recording in his “Betty” song,Yung Gravy,Betty (Get Money),Defendant famously sought Plaintiff’s permission to insert a brief clip in his “Betty” song,Defendant had not sought Plaintiff’s permission to insert a brief clip,False,,False,the matter settled some months after the complaint was filed.
342,Havyn,Somebody Tonight,Plaintiff Patrick Simmons alleges that Defendants had access to his song “Somebody Tonight”...,Zayn,Better,defending work “Better” in September 2020.,A comparison of both songs definitely suggests that the hook of “Somebody Tonight” is very similar to the hook used in “Better”.,True,"The songs also use a similar melody, sequence of chord changes and rhythmic patterns.",False,"As the suit is in its initial stage, we will have to wait to see how it proceeds."
343,Obrafour,Oye Ohene,,Drake,Calling My Name,,,False,,False,
345,Duvall Chamberlain,In That Mood,,Ice Spice,In Ha Mood,,,False,,False,
346,Greg Perry,Come On Down,Complaining work: Come On Down,Roddy Ricch,The Box,Defending work: The Box,Complaining work: Come On Down; defending work: The Box,False,,False,
