case_id,year,case_name,case_artist,case_title,case_role,gpt_artist,gpt_title,gpt_conf,musicbrainz_id,mb_artist,mb_title,case_status
136,2001,Oliviera v. Frito-Lay,Frito-Lay Corp.,Frito-Lay TV ad,defendant,Katrina and the Waves,Walking on Sunshine,0.9,af8aa50c-6ef9-48dd-952b-26722742ddaf,Katrina & the Waves,Walking on Sunshine,
137,2001,Albano Carrisi v. Michael Jackson,Michael Jackson,Will You be There?,defendant,Michael Jackson,Will You Be There,0.95,f29399bd-1c39-4d00-b6a8-744070d35576,Michael Jackson,Will You Be There (Michael Jackson's Vision),
138,2001,Marlon Williams v. Calvin Broadus,Calvin Broadus,Ghetto Symphony,defendant,Snoop Dogg,Ghetto Symphony,0.9,b407a0ed-292c-4431-a910-6c5a2ae907ed,Snoop Dogg,Lil Ghetto Boy,
139,2001,Johnson v. Berry,,,defendant,Unknown,Unknown,0.0,48a4ffb3-c707-4548-8ad6-b098acd11088,[unknown],[unknown],
140,2001,Toliver v. Sony Music,Destiny's Child,Independent Women,defendant,Destiny's Child,Independent Women Part I,0.95,eb0c6a93-e011-47c1-90fa-d363bc50aae1,Destiny’s Child,"Independent Women, Part I",
141,2002,Creagh v. Hit and Run Music,"Simon Stirling, et al.",Where are You,defendant,U2,Where Are You Now,0.7,81d4e047-1f56-4e20-918d-7abb147e89ca,Erotic Liquid Culture,Are You Now,
142,2002,Jean et al. v. Bug Music,Nel Wyclef Jean and Jerry Duplessis,My Love is Your Love,defendant,Whitney Houston,My Love Is Your Love,0.95,2c38464c-ed90-4e50-9fe2-15808ffed9e9,Whitney Houston,My Love Is Your Love,
143,2002,Malmstedt v. EMI Records,Per Gessle,Sleeping in my Car,defendant,Roxette,Sleeping in My Car,0.95,fe4cb722-e3c3-43a9-89c4-5242eb15c040,Roxette,Sleeping in My Car,
144,2002,Weh v. Universal Music Publishing,Sophie Ellis-Bextor,Get Over You,defendant,Sophie Ellis-Bextor,Get Over You,0.95,11c96bde-8923-4b06-a3fe-d4be3e516c11,Sophie Ellis‐Bextor,Get Over You,
145,2003,Cottrill v. Spears,"Jorgen Elufsson, David Kreuger, Per Magnusson, Rami Yacoub","What U See is What U Get, Can't Make You Love Me",defendant,Britney Spears,What U See (Is What U Get),0.95,f19b823b-686a-482d-8514-c8dd3084d79d,Britney Spears,What U See (Is What U Get),
146,2003,Newton v. Diamond,"Adam Yauch, et al.",Pass the Mic,defendant,Beastie Boys,Pass the Mic,0.95,cd5ea56d-eb47-4065-ab87-0c770142a6ea,Beastie Boys,Pass the Mic,
147,2003,Ory v. Country Joe McDonald,Joe McDonald,I Feel Like I'm Fixin' to  Die Rag,defendant,Country Joe McDonald,I-Feel-Like-I'm-Fixin'-to-Die Rag,0.95,6b6a1421-472e-41c0-b7a8-281563c92e39,Country Joe McDonald,I-Feel-Like-I'm-Fixin'-To-Die-Rag,
148,2003,Jorgensen v. Epic/Sony Records,"James Horner, Will Jennings, Chris Lindsey, Aimee Mayo and Marv Green","My Heart Will Go On, Amazed",defendant,Céline Dion,My Heart Will Go On,0.95,0bd43a7b-6e91-448f-8deb-2a46d9a62c21,Céline Dion,My Heart Will Go On,
149,2003,Ergin v. Kershaw,[Unknown Composer],Wouldn't It Be Good,defendant,Nik Kershaw,Wouldn't It Be Good,0.95,55ed3719-fa56-48ec-9da9-c95b372f7e76,Nik Kershaw,Wouldn’t It Be Good,
150,2003,Kobayashi v. Hatorri,Katsuhisa Hattori,Kinenju [Memorial Tree],defendant,Kobayashi Hiroyuki,Kinenju,0.7,9a7b2f46-fb5e-45de-8444-0bf4d28895e2,Kobayashi,Shasta,
151,2004,Apollo v. Coca Cola,Coca-Cola (China) Inc.,Sunrise,defendant,Norah Jones,Sunrise,0.85,546d9192-3bd7-44d1-885a-dfa5c832b3cd,Norah Jones,Sunrise,
152,2004,Swirsky v. Carey,Mariah Carey,Thank God I Found You,defendant,Mariah Carey,Thank God I Found You,0.95,c2aeffa1-db5a-4adf-832c-a88cdd7af0dd,98° feat. Mariah Carey,Thank God I Found You,
153,2004,"Disney Enterprises, Inc. v. S.G. Griesel","Pete Seger et al. (From Disney's 1997 Broadway musical ""The Lion King"")",The Lion Sleeps Tonight,defendant,The Tokens,The Lion Sleeps Tonight,0.95,51831712-a784-43c3-930e-4bd0659ece54,The Tokens,The Lion Sleeps Tonight,
154,2004,Ulloa v. Universal,Shawn Carter,Izzo (H.O.V.A.),defendant,JAY-Z,Izzo (H.O.V.A.),0.95,64ea3615-a07e-42f6-9ecd-fa6ec6d014b4,Jay‐Z,Izzo (H.O.V.A.),
155,2005,BMS Entertainment v. Bridges,Christopher Bridges,Stand Up,defendant,Ludacris,Stand Up,0.95,e7fca3fe-1abb-4ad0-ab65-ad280d037254,Ludacris,Stand Up,
156,2005,"Bridgeport Music v. Dimension Films, et al.","Eric Wright, et al.",100 Miles and Runnin',defendant,N.W.A,100 Miles and Runnin',0.95,1f5aeb17-9747-4ee1-aa0e-877410cccb33,N.W.A,100 Miles & Runnin',
157,2005,Coffey v. Warner/Chappell Music,Patrick Leonard & Madonna Ciccone,Nothing Really Mattters,defendant,Madonna,Nothing Really Matters,0.95,a119586a-9f13-4a2a-aaa4-6d2c117e4767,Madonna,Nothing Really Matters,
158,2005,Griffin v. J-Records,"Richard Marx, Luther Vandross",Dance With My Father,defendant,Luther Vandross,Dance with My Father,0.99,b34a7f07-dd4d-48eb-9359-64ada95c6c80,DJ Symphony,Luther Vandross Dance With My Father,
159,2005,Johnson v. Gordon,"Allen Gordon Jr., et al.",You’re the One,defendant,SWV,You're the One,0.7,e54aac55-8e18-4fab-a601-17e6a3537490,SWV,You're the One,
160,2005,Positive Black Talk v. Cash Money Records,"Terius Gray (""Juvenile"")",Back That Azz Up,defendant,Juvenile,Back That Thang Up,0.9,f2cb53ed-18e2-47ab-bd25-884af8189349,Juvenile,Back That Thang Up,
161,2005,Vargas v. Pfizer,"Brian Transeau, et al.",Advertisement for Celebrex,defendant,BT,Simply Being Loved (Somnambulist),0.7,087f2145-be58-4440-b8aa-585658136b40,BT,Simply Being Loved (Somnambulist),
162,2005,Yong Wang v. Zhengben Zhu,Zhengben Zhu,Farewell to the Red Army,defendant,Zhu Zhengben,Farewell to the Red Army,0.6,81ac36e2-bcfa-4e2a-ab77-a25af632dda9,雷強,Farewell Red Army,
163,2005,Bacalov v. Endrigo,Luis Bacalov,Il Postino,defendant,Luis Bacalov,Il Postino,0.9,bfb7aacb-6091-4899-a7e6-9b1b6e9f6b74,Luis Bacalov,Il postino,
164,2006,Boone v. Jackson,"John Jackson (""Fabolous"")",Young 'N,defendant,Fabolous,Young'n (Holla Back),0.95,ee993938-09cb-4201-aad8-ac24ec2d42f1,Fabolous,Young’n (Holla Back),
165,2006,Tilford v. Jones,"Michael Jones, et al.",Still Tippin',defendant,Mike Jones,Still Tippin',0.95,72109147-37c0-436b-9d3f-97381e88eca1,Mike Jones,Still Tippin,
166,2007,Armour v. Knowles,Beyoncé Knowles,Baby Boy,defendant,Beyoncé,Baby Boy,0.95,b6a4c8c3-dade-4c52-8011-037fd1fc469d,Beyoncé,Baby Boy,
167,2007,Bridgeport Music v. Combs,Christopher Wallace,Ready to Die,defendant,The Notorious B.I.G.,Ready to Die,0.95,ad93b7ff-25c2-48bd-8535-50c3f1ca3773,The Notorious B.I.G.,Ready to Die,
168,2007,"Lil' Joe Wein Music, Inc. v. Jackson","Curtis James Jackson aka ""50 Cent""",In Da Club,defendant,50 Cent,In da Club,0.99,5b29fe90-a808-47c6-956d-edce3efb9efe,Lorenzo Laroc,"50 Cent ""Da Club""",
169,2007,People v. Hu,Hu,Bye Bye My Lover!,defendant,James Blunt,Goodbye My Lover,0.7,a410d357-3aa7-4719-9f6a-aed88fad5a89,James Blunt,Goodbye My Lover,
170,2007,Vargas v. Transeau,Brian Transeau,Bust Dat Groove Without Ride,defendant,BT,Bust Dat Groove Without Ride,0.8,05d566f6-d9e5-4325-acd7-5b3ef9b9508e,Carlos Bess,Bust Dat Groove (w/ ride),
171,2007,Velez v. Sony Discos,Victor Manuelle,Tengo Ganas,defendant,Víctor Manuelle,Tengo Ganas,0.95,9be6eb81-1856-4d87-a8ae-986a5c04f213,Víctor Manuelle,Tengo ganas,
172,2007,Lester v. U2,U2 (band),Vertigo,defendant,U2,Vertigo,0.99,2ec10c08-268c-4dde-a028-f009dba2390b,U2,Vertigo,
173,2007,"Huang Nenghua, et al. v. China Record Shanghai Co., Ltd.",Yang Feifei,"Recording of popular vocal numbers from Chinese Operas, including a portion of The Mother as Slave",defendant,Yang Feifei,The Mother as Slave,0.6,b18fe305-a3d9-429f-b11b-7e7c397ab142,FeiFei,Staubsauger,
174,2008,Glover v. Austin,"Tionne Watkins, et al.",Unpretty,defendant,TLC,Unpretty,0.95,6bae16f5-2590-4937-a6c5-50762d3aa4f2,TLC,Unpretty,
175,2008,"Winter v. Moore, et al.",Gary Moore,Still Got the Blues,defendant,Gary Moore,Still Got the Blues,1.0,0d559edc-a567-456c-9198-8e917401997d,Gary Moore,Still Got the Blues,
176,2008,Sampath v. Roshan,Vishal Dadlani,Krazzy 4 (Remix) & Breakfree (Remix),defendant,Vishal-Shekhar,Krazzy 4 (Remix),0.7,24cd7732-8b8f-4010-ae79-c7780a4afa66,Vishal Dadlani,Krazzy 4 (remix),
177,2009,Allen v. Destiny's Child,Destiny's Child,Cater 2 U,defendant,Destiny's Child,Cater 2 U,0.95,2823e330-111e-44d1-b56e-dd4cb4f5ab79,Destiny’s Child,Cater 2 U,
178,2009,Brainard v. Vassar,Phil Vassar,Good Ole Days,defendant,Phil Vassar,Good Ole Days,0.95,a4584b73-56d3-42ee-b70c-6ab53428cae6,Phil Vassar,Good Ole Days,
179,2009,"Steele v. Bongiovi, et al.",Jon Bongiovi,I Love This Town,defendant,Bon Jovi,I Love This Town,0.95,ecfeabfb-0bb7-42f2-aeea-ad6d659ce66d,Bon Jovi,I Love This Town,
180,2009,"Bridgeport Music, Inc. v. UMG Recordings, Inc","Robert Kelly, et al. (""Public Announcement"")",D.O.G. In Me,defendant,Public Announcement,D.O.G. In Me,0.85,0eb1003b-8503-475c-95f1-a7ef29a38f4d,Public Announcement,D.O.G. in Me (feat. Shaq and Roger Troutman),
181,2009,Jones v. Blige,Mary J. Blige,Family Affair,defendant,Mary J. Blige,Family Affair,0.95,101d6868-c94f-4caf-a20f-02fb5fc1f14a,Mary J. Blige,Family Affair,
182,2009,"Joe Satriani v. Christopher Martin, et al. [Coldplay]",Christopher Martin et al. [Coldplay],Viva la Vida,defendant,Coldplay,Viva la Vida,0.95,67738719-51f9-4bda-a933-9862bf33f42a,Coldplay,Viva la Vida,
183,2009,Weh v. Universal Music Publishing,Sophie Ellis-Bextor,Get Over You,defendant,Sophie Ellis-Bextor,Get Over You,0.95,11c96bde-8923-4b06-a3fe-d4be3e516c11,Sophie Ellis‐Bextor,Get Over You,
184,2010,"Currin v. Pharrell Williams, et al.",Pharrell Williams,Frontin,defendant,Pharrell Williams feat. Jay-Z,Frontin',0.95,5c07ff14-e410-4b48-a7e3-28c81f37138d,DJ Reset,Frontin’ on Debra (Beck vs. Pharrell Williams feat. Jay‐Z),
185,2010,Larrikin Music Publishing Ltd. v. EMI Songs Australia Ltd.,"Colin Hay (""Men At Work"")",Down Under,defendant,Men at Work,Down Under,0.95,53c5c9a4-a368-461e-890b-cf473efcdbb2,Men at Work,Down Under,
186,2010,Marshall v. Huffman,"John Huffman, Real Content Media Group, Mariah Carey",My Love,defendant,Justin Timberlake,My Love,0.7,3756eb33-9b95-462e-89be-fff9e6daf850,MC Jin,Timberlake Your Love,
187,2010,"Prunte v. Universal Music Group Inc., et al.","Black Rob, et al.","Fire in the Hole, Plus Others",defendant,Black Rob,Fire in the Hole,0.7,1f9b9357-2918-467b-8ddb-5c12d407dd28,Black Rob,Fire in da Hole,
188,2010,Martel Ellis v. Wyclef Jean,Wyclef Jean,Welcome to the East,defendant,Wyclef Jean,Welcome to the East,0.85,e245a35b-3ea6-4363-8168-1519ab8227bd,Wyclef Jean feat. Sizzla,Welcome to the East,
189,2010,"Ebony Latrice Batts v. William Adams, et al. [“Black Eyed Peas”]","William Adams, et al. [“Black Eyed Peas”]",Boom Boom Pow,defendant,The Black Eyed Peas,Boom Boom Pow,0.99,30773167-c32e-42d4-9e8c-f4a2f9f408cf,Black Eyed Peas,Boom Boom Pow,
190,2010,"Holmes v. Page, et al.",Led Zeppelin,Dazed and Confused,defendant,Led Zeppelin,Dazed and Confused,0.95,97be4a31-e20e-43fd-bef7-0e7533c93790,Led Zeppelin,Dazed and Confused,
191,2011,"Ernest Straughter v. Usher Raymond, et al.","Usher Raymond, et al.",Burn,defendant,Usher,Burn,0.95,3ddc943d-2cee-4080-b9f7-f52842fd8726,Usher,Burn,
192,2011,Pyatt v. Raymond,Usher Raymond,Caught Up,defendant,Usher,Caught Up,0.95,a4215674-9c07-44d0-a7ca-456f72fd791e,Usher,Caught Up,
193,2011,Lessem v. Taylor,"Jayceon Taylor (“The Game”), Andre Young (“Dr. Dre”), Michael Elizondo, Curtis Jackson (“50 Cent”)",How We Do,defendant,The Game feat. 50 Cent,How We Do,0.95,0889b22a-b00c-4bd8-8f81-676fa572e640,The Game feat. 50 Cent,How We Do,
194,2011,"Saregama India v. Timothy Mosley, et al.","Timothy Mosley, aka ""Timbaland""",Put You on the Game,defendant,The Game,Put You on the Game,0.95,6359adf9-f0a2-4d57-881b-2131421de919,The Game,Put You on the Game,
195,2011,"Eight Mile Style [Marshall Mathers, aka Eminem” v. Audi GmbH",Audi GmbH,​Advertisement for Audi A6 “Avant”,defendant,Eminem,Lose Yourself,0.9,cf76fae2-4169-47e7-8665-06b2f976c979,Eminem,Lose Yourself,
196,2011,Obinger v. McDonald's,McDonald's Corporation,McDonald's-Jingle,defendant,Justin Timberlake,I'm Lovin' It,0.8,0d8cbf52-004e-479c-8328-2a3181238564,Justin Timberlake,I’m Lovin’ It,
197,2011,Stokes v. Stephens,John Legend,Maxine's Interlude,defendant,John Legend,Maxine's Interlude,0.95,d6dbbb18-84d3-47c3-957e-919af02511ec,Lil Wayne,Living Legend Interlude,
198,2012,"Lyles v. Capital - EMI Music, Inc., et al.",David Guetta,Without You,defendant,David Guetta feat. Usher,Without You,0.9,bedaee7e-3788-4eab-a1b8-0ab0bbbcde38,David Guetta feat. Usher,Without You,
199,2012,Peters v. West,Kanye West,Stronger,defendant,Kanye West,Stronger,0.95,7829c368-6c2a-4829-a31e-30492e910e47,Kanye West,Stronger,
200,2012,People v. Xinru Wang,Xinru Wang,Sleeping Beauty,defendant,Tchaikovsky,Sleeping Beauty,0.85,7a683150-2a95-46c9-afe2-bbeacb72d3f4,Pyotr Ilyich Tchaikovsky,Sleeping Beauty,
201,2012,Done Deal v. Carter,"Dwayne Carter, aka Lil Wayne",Bedrock,defendant,Young Money featuring Lloyd,BedRock,0.95,40c0733a-85b3-4089-a557-f11e6984c873,Young Money feat. Lloyd,Bedrock,
202,2012,Poindexter v. EMI Record Group,EMI Record Group,Washed Away,defendant,"Joe ""Bean"" Esposito",You're the Best,0.5,81ddbee0-03a6-4439-94b4-ced67b5d87d5,Joe Esposito,You're the Best,
203,2012,Rui Hua Wang v. Qi Gang Chen,Qi Gang Chen,You and Me,defendant,Lifehouse,You and Me,0.8,7b488873-a353-4071-b211-6e4cab2da75b,Lifehouse,You and Me,
204,2012,Black Keys v. Home Depot and Pizza Hut,,Advertisement for Home Depot; Advertisement for Pizza Hut,defendant,The Black Keys,Gold on the Ceiling,0.8,435f6285-e768-4168-b677-6bcf94345716,The Black Keys,Gold on the Ceiling,
205,2012,Erickson v. Blake,Michael John Blake,What Pi Sounds Like,defendant,Michael John Blake,What Pi Sounds Like,0.95,777e1ce6-9277-40a1-91cc-f7edc5cd6596,Blake,What I Like (Knuckles mix),
206,2012,"Barobax v. Chakraborty, et al.",Pritam Chakraborty,Pyaar Ki Pungi,defendant,Pritam,Pyaar Ki Pungi,0.9,3306cb9b-7e42-41f9-a901-af5a023eca21,"Mika Singh, Amitabh Bhattacharya, Nakash & Pritam",Pungi,
207,2013,Hobbs v. John,Elton John,Nikita,defendant,Elton John,Nikita,0.95,4445b7be-ecd3-4730-a061-70c20a196438,Elton John,Nikita,
208,2013,Loomis v. Cornish,Jessica Cornish,Domino,defendant,Jessie J,Domino,0.95,bc4abc41-2f25-4eff-a624-9a2984b2f1f2,Jessie J,Domino,
209,2013,"Twilight Records v. Raymond, et al.",Call Me a Mack,Different Strokes,defendant,Usher,Call Me a Mack,0.9,69d1c71b-255f-4acf-b42f-f86644275278,Usher,Call Me a Mack,
210,2013,"Love v. Universal Music Group, Inc.",Kanye West,Doin My Job,defendant,T.I.,Doin' My Job,0.95,b008511e-ef1b-4de0-976f-19f7b082324d,T.I.,Doin' My Job,
211,2014,"Francescatti v. Germanotta [""Lady Gaga""]",Stefani Germanotta,Judas,defendant,Lady Gaga,Judas,0.95,1f75d8fc-18dc-496a-874e-a206b72ea83e,Lady Gaga,Judas,
212,2014,"Pringle v. Adams [""Black Eyed Peas""]","William Adams, et al.",I Gotta Feeling,defendant,The Black Eyed Peas,I Gotta Feeling,0.99,a9a3c3ef-04f6-4769-9ae6-49f621c1b2c3,Black Eyed Peas,I Gotta Feeling,
213,2014,Steward v. Kanye West,Kanye West,Gold Digger,defendant,Kanye West feat. Jamie Foxx,Gold Digger,0.95,9bfe7b7e-e7e3-4354-a467-7142d9ba6310,Kanye West feat. Jamie Foxx,Gold Digger,
214,2014,"TufAmerica, Inc. v. Warner Bros Music Corp., et al","Shawn Carter (""Jay-Z"") et al.",Run This Town,defendant,Jay-Z feat. Rihanna & Kanye West,Run This Town,0.95,c97aed40-5996-4173-a222-db4833e000cb,Rihanna feat. Jay‐Z & Kanye West,Run This Town,
215,2014,Mayimba Music v. Sony,Eduard Edwin Bello Pou,Loca con su Tiguere,defendant,Shakira feat. El Cata,Loca,0.95,185a7e9a-3ac3-443a-b8f8-01305b38bdc6,Shakira feat. El Cata,Loca,
216,2014,Paul Batiste v. Faheem Rasheed Najm,Faheem Rasheed Najm (p/k/a T-Pain),Put It Down; Reggae Nigh,defendant,T-Pain,Put It Down,0.85,9af8534a-a1b4-489d-b0bd-70ac3c507c33,"T‐Pain feat. Ray, Teddy Penderazdoun & Teddy Verseti",Put It Down,
217,2014,Musikverlag Richard Birnbach v. ZDF,ZDF,"""Today"" Jingle",defendant,John Williams,The Mission: Theme from NBC News,0.8,d872e20f-cf72-436c-a9cb-982017fc055d,Boston Pops Orchestra & John Williams,Mission Theme: Theme from N.B.C. News,
218,2015,Lane v. Knowles-Carter,Beyonce Knowles-Carter,X.O.,defendant,Beyoncé,XO,0.95,d6aba709-74bd-43ae-b01c-3169c3668acd,Beyoncé,XO,
219,2015,"New Old Music v. Gottwald, et al.","Jessica Cornish, et al.",Price Tag,defendant,Jessie J feat. B.o.B,Price Tag,0.95,bf6ecb42-2fe5-408a-ad26-02498422bd01,Jessie J feat. B.o.B,Price Tag,
220,2015,"Devin Copeland v. Justin Bieber, et al.","Justin Bieber, et al.",Someone to Love,defendant,Justin Bieber,Somebody to Love,0.9,60b13097-f5e5-4ee8-8933-7dc0f3e6bf92,Justin Bieber,Somebody to Love,
221,2015,"TufAmerica v. Diamond, et al.","Diamond, Horovitz, et al. [Beastie Boys]",Shadrach; Car Thief; Hold It,defendant,Beastie Boys,Shadrach,0.95,a93c3340-390f-404b-8745-32368b361986,Beastie Boys,Shadrach,
222,2015,"Miles Floyd v. Rod Stewart, et al.","American folk song, as performed by Rod Stewart",Corrina Corrina,defendant,Rod Stewart,Corina Corina,0.85,3bc86384-2553-4287-af02-696716204654,Maurice Williams and the Zodiacs,"Corina, Corina",
223,2015,"Daniel Marino v. Usher, et al.",Usher Raymond,Bad Girl,defendant,Usher,Bad Girl,0.95,e441e489-f80b-43b6-bc27-a60df4ed2fc3,Usher,Bad Girl,
224,2015,Tom Petty v. Sam Smith,Sam Smith,Stay With Me,defendant,Sam Smith,Stay With Me,0.95,8d2effe5-7339-4ccd-860f-934920a97e44,Sam Smith,Stay With Me (stripped),
225,2015,Richard Friedman v. Hans Zimmer,Hans Zimmer,Music score for “12 Years a Slave”,defendant,Hans Zimmer,12 Years a Slave (Original Score),0.9,774c7174-f4ed-4868-abf9-a8fc9c861846,Hans Zimmer,"Solomon (From ""12 Years a Slave"")",
226,2015,Dark Sanctuary v. Bushido,Bushido,Janine,defendant,Bushido,Janine,0.95,3a49cfc6-7b1d-44fb-adbd-8c94733ae0b5,Bushido,Janine,
227,2015,Johnson v. Goldman,Jean-Jacques Goldman,Aicha,defendant,Khaled,Aïcha,0.9,a50d7176-8b84-4a34-9c5d-b1a73f23d92e,Khaled,Aicha,
229,2015,Universal Music Publishing v. Sony BMG Music Entertainment,Francesco De Gregori,"Prendi questa mano, zingara",defendant,Iva Zanicchi,Zingara,0.9,27a8e599-6c51-4189-9f99-496bac89fd78,Iva Zanicchi,Zingara,
230,2016,Fahmy v. Jay Z et al.,Jay Z et al.,Big Pimpin',defendant,JAY-Z,Big Pimpin',0.95,8fbb6908-9c78-4011-8dfe-20c3b00b215f,Jay‐Z,Big Pimpin',
231,2016,Bowen v. Paisley,"Brad Paisley, et al",Remind Me,defendant,Brad Paisley and Carrie Underwood,Remind Me,0.95,7919c130-1d30-40fd-aca9-b0ed821b3726,Brad Paisley feat. Carrie Underwood,Remind Me,
232,2016,"VMG Salsoul v Madonna Ciccone, et al.","Madonna Ciccone, Richard Pettibone",Vogue,defendant,Madonna,Vogue,0.95,b83266b3-5e8c-451b-a855-2257d2081d85,Madonna,Vogue,
233,2016,"McDonald v. West, et al.","Kanye West, et al.",Made in America,defendant,Kanye West,Made in America,0.9,d75d6e31-9d60-4aeb-9530-31b7e8d333aa,Jay‐Z & Kanye West feat. Frank Ocean,Made in America,
234,2016,We Shall Overcome Foundation v. Richmond Foundation & Ludlow Music,,,defendant,Pete Seeger,We Shall Overcome,0.85,312f6095-44ea-4135-9b0c-e03287468aa2,Pete Seeger,We Shall Overcome,
235,2016,"Alisa Apps v. Universal Music, et al.",John Newman,Love Me Again,defendant,John Newman,Love Me Again,0.95,126c064d-c302-419e-85c6-deb2e78c4fc2,John Newman,Love Me Again,
236,2016,Arnett v. Alan Jackson & Sony Music,Alan Jackson,Remember When,defendant,Alan Jackson,Remember When,0.99,1ef8bae6-3277-469f-88ed-79890506b574,Alan Jackson,Remember When,
237,2016,"BMG v. Atlantic Recording Organization, et al.","Omari Ishmael Grandberry, aka “Omarion”",Post to Be,defendant,Omarion feat. Chris Brown & Jhené Aiko,Post to Be,0.95,c6e843b2-e94f-47b9-bd64-aee20b1bd044,Omarion feat. Chris Brown & Jhené Aiko,Post To Be,
238,2016,"Eric Smith, et al. v. Amanda Jiroux, et al.",Amanda Jiroux,Insane,defendant,Amanda Jiroux,Insane,0.7,4f46f7b3-4eb2-4365-a28b-0a742ffdf8c4,Mandy Jiroux,Insane,
239,2016,"Gabor Presser v. Kanye West, et al.",Kanye West,New Slaves,defendant,Kanye West,New Slaves,0.95,aca63b33-9bff-4c0d-b1dc-3dba11e402d8,Kanye West,New Slaves,
240,2016,"Mattie Music Group v. Lamar, Warner/Chappell, et al.","Kendrick Lamar, et al.",I Do This,defendant,Kendrick Lamar,I Do This,0.9,d56f85fd-ba44-4474-940f-3afce2306311,Kendrick Lamar feat. Jay Rock,I Do This,
241,2016,"McElroy, et al. v. Eriksen, et al.","Mikkel Eriksen, et al.",I'm Worth It,defendant,Fifth Harmony feat. Kid Ink,Worth It,0.95,7e7edafb-6bf5-4f04-8463-e174ac7b9fc8,"Fifth Harmony, Kid Ink",Worth It,
243,2016,"Yours, Mine & Ours v. Sony, et al.",Peter Hernandez (“Bruno Mars”) et al.,Uptown Funk,defendant,Mark Ronson feat. Bruno Mars,Uptown Funk,0.95,42eea081-f298-45d2-932d-5b8665c3f97e,Mark Ronson feat. Bruno Mars,Uptown Funk,
244,2016,"Estate of Armetia Chatmon v. Eric Clapton, et al.",Public domain blues number performed by Eric Clapton,"Alberta, Alberta",defendant,Eric Clapton,Alberta,0.95,e10f9b87-b9eb-4dff-bd8b-398bee61f85a,Eric Clapton,"Alberta, Alberta",
245,2016,"Miller, et al. dba “Sleigh Bells” v. Demi Lovato",Demi Lovato,Stars,defendant,Demi Lovato,Stars,0.9,bbd08db7-951a-4515-9584-fc6700e1a390,Demi Lovato,Stars,
246,2016,"Greggs v. Grande, et al.",Ariana Grande,One Last Time,defendant,Ariana Grande,One Last Time,0.95,1bbef687-4557-4b97-a1e8-e907fbf0d02b,Ariana Grande,One Last Time,
247,2016,"HaloSongs, Inc., Martin Harrington, Thomas Leonard v. Ed Sheeran, et al.",Ed Sheeran & John McDaid,Photograph,defendant,Ed Sheeran,Photograph,0.98,2bb3aca7-d70c-4526-98e1-55cb960df8b5,Ed Sheeran,Photograph,
249,2016,"Casey Dienel v. Justin Bieber, et al.","Julia Michael, Justin Tranter, Justin Bieber, Thomas Pentz, et al.",Sorry,defendant,Justin Bieber,Sorry,0.95,5a3637a0-aa83-402c-b56e-e1f7304df316,Justin Bieber,Sorry,
250,2016,"Cirque du Soleil v. Justin Timberlake, et al.","Justin Timberlake, et al.",Don't Hold the Wall,defendant,Justin Timberlake,Don't Hold the Wall,0.95,461d2301-850e-4bc4-a57d-e7845561b9e6,Justin Timberlake,Don’t Hold the Wall,
251,2016,"PK Music v. Justin Timberlake, et al.","Justin Timberlake, et al.",Damn Girl,defendant,Justin Timberlake,Damn Girl,0.9,d7e32712-77ea-4f31-92e6-4332ab9f117a,Justin Timberlake,Damn Girl,
252,2016,Feriol v. Maurici,Calogero Joseph Salvatore Maurici (“Calogero”),Si seulement je pouvais lui manquait,defendant,Calogero,Si seulement je pouvais lui manquer,0.95,1d421b5b-d51f-4c8a-93b0-c8578a1709ff,Calogero,Si seulement je pouvais lui manquer,
253,2017,"Parker, et al. v. Winwood, et al.","Mervyn Winwood, et al.",Gimmee Some Lovin,defendant,The Spencer Davis Group,Gimme Some Lovin',0.95,dca1651a-36c7-4b66-a489-93106f5b46ba,Spencer Davis Group,Gimme Some Lovin’,
254,2017,Roberts v. Gordy,"Stefan & Skyler Gordy (""LMFAO"")",Party Rock Anthem,defendant,LMFAO,Party Rock Anthem,0.95,aab8a34a-19d1-425f-952e-4624ebc19630,LMFAO,Party Rock Anthem,
255,2017,Mitchell v. Priority Records,"Andre Young( ""Dr. Dre"")",If It Ain't Ruff,defendant,N.W.A,If It Ain't Ruff,0.95,0b9dd796-f436-419e-a893-43d883f20359,N.W.A,If It Ain't Ruff,
256,2017,Abdul Muhammad v. Chancellor Bennett,Chancellor Bennett (“Chance Rapper”),Windows,defendant,Chance the Rapper,Windows,0.8,9a61f155-db18-47c9-8222-db78b1a52bb7,Chance The Rapper,Windows,
257,2017,"Lastrada Entertainment v. Mark Ronson, et al.",Mark Ronson,Uptown Funk,defendant,Mark Ronson feat. Bruno Mars,Uptown Funk,0.95,33b6b148-9dce-4894-902d-d218ecc30666,Mark Ronson feat. Bruno Mars,Uptown Funk,
258,2017,"Enclosed Music v. Steinman, et al.",James Steinman,I’d do Anything for Love,defendant,Meat Loaf,I'd Do Anything for Love (But I Won't Do That),0.95,71fcf08d-78b1-4647-9cae-259e190651ff,Meat Loaf,I’d Do Anything for Love (But I Won’t Do That),
259,2017,"Sean Hall, et al. v. Taylor Swift, et al.",Taylor Swift,Shake It Off,defendant,Taylor Swift,Shake It Off,0.99,a7e36754-f6e9-49b8-b34e-c0d0b088f2bf,Taylor Swift,Shake It Off,
